,speciality,f_zip_code,count
19427,Internal Medicine,97070,5.0
19428,Internal Medicine,97086,1.0
19429,Internal Medicine,971,1.0
19430,Internal Medicine,97103,9.0
19431,Internal Medicine,97116,1.0
19432,Internal Medicine,97123,49.0
19433,Internal Medicine,97123.0,1.0
19434,Internal Medicine,97124,5.0
19435,Internal Medicine,97128,92.0
19436,Internal Medicine,97132,1.0
19437,Internal Medicine,97138,6.0
19438,Internal Medicine,97140,13.0
19439,Internal Medicine,97141,1.0
19440,Internal Medicine,97201,2.0
19441,Internal Medicine,97202,1.0
19442,Internal Medicine,97204,12.0
19443,Internal Medicine,97205,20.0
19444,Internal Medicine,97206,1.0
19445,Internal Medicine,97207,1.0
19446,Internal Medicine,97208,27.0
19447,Internal Medicine,97209,4.0
19448,Internal Medicine,97210,144.0
19449,Internal Medicine,97212,1.0
19450,Internal Medicine,97213,99.0
19451,Internal Medicine,97213.0,1.0
19452,Internal Medicine,97215,1.0
19453,Internal Medicine,97216,107.0
19454,Internal Medicine,97217,1.0
19455,Internal Medicine,97218,5.0
19456,Internal Medicine,97219,86.0
19457,Internal Medicine,97219.0,1.0
19458,Internal Medicine,97220,60.0
19459,Internal Medicine,97220.0,1.0
19460,Internal Medicine,97221,1.0
19461,Internal Medicine,97222,2.0
19462,Internal Medicine,97223,55.0
19463,Internal Medicine,97224,12.0
19464,Internal Medicine,97225,199.0
19465,Internal Medicine,97227,54.0
19466,Internal Medicine,97229,5.0
19467,Internal Medicine,97230,6.0
19468,Internal Medicine,97232,2.0
19469,Internal Medicine,97239,147.0
19470,Internal Medicine,97266,4.0
19471,Internal Medicine,97281,2.0
19472,Internal Medicine,97292,1.0
19473,Internal Medicine,97301,18.0
19474,Internal Medicine,97302,50.0
19475,Internal Medicine,97303,5.0
19476,Internal Medicine,97304,9.0
19477,Internal Medicine,97306,3.0
19478,Internal Medicine,97321,9.0
19479,Internal Medicine,97330,93.0
19480,Internal Medicine,97355,3.0
19481,Internal Medicine,97365,42.0
19482,Internal Medicine,97367,7.0
19483,Internal Medicine,97381,1.0
19484,Internal Medicine,97383,23.0
19485,Internal Medicine,97388,4.0
19486,Internal Medicine,97401,95.0
19487,Internal Medicine,97404,3.0
19488,Internal Medicine,97405,2.0
19489,Internal Medicine,97415,3.0
19490,Internal Medicine,97417,5.0
19491,Internal Medicine,97420,91.0
19492,Internal Medicine,97424,2.0
19493,Internal Medicine,97439,2.0
19494,Internal Medicine,97459,2.0
19495,Internal Medicine,97467,1.0
19496,Internal Medicine,97470,15.0
19497,Internal Medicine,97471,66.0
19498,Internal Medicine,97471.0,2.0
19499,Internal Medicine,97477,53.0
19500,Internal Medicine,97478,17.0
19501,Internal Medicine,97501,2.0
19502,Internal Medicine,97504,80.0
19503,Internal Medicine,97520,5.0
19504,Internal Medicine,97526,2.0
19505,Internal Medicine,97527,19.0
19506,Internal Medicine,97527.0,9.0
19507,Internal Medicine,976,6.0
19508,Internal Medicine,97601,51.0
19509,Internal Medicine,97624,3.0
19510,Internal Medicine,97701,49.0
19511,Internal Medicine,97702,29.0
19512,Internal Medicine,97720,6.0
19513,Internal Medicine,97739,6.0
19514,Internal Medicine,97756,2.0
19515,Internal Medicine,97814,1.0
19516,Internal Medicine,97838,15.0
19517,Internal Medicine,97850,48.0
19518,Internal Medicine,97914,4.0
19519,Internal Medicine,98001,12.0
19520,Internal Medicine,98002,44.0
19521,Internal Medicine,98003,110.0
19522,Internal Medicine,98004,166.0
19523,Internal Medicine,98005,48.0
19524,Internal Medicine,98006,1.0
19525,Internal Medicine,98007,6.0
19526,Internal Medicine,98008,1.0
19527,Internal Medicine,98011,4.0
19528,Internal Medicine,98012,2.0
19529,Internal Medicine,98013,9.0
19530,Internal Medicine,98021,3.0
19531,Internal Medicine,98022,41.0
19532,Internal Medicine,98026,35.0
19533,Internal Medicine,98027,10.0
19534,Internal Medicine,98029,1.0
19535,Internal Medicine,98030,56.0
19536,Internal Medicine,98033,2.0
19537,Internal Medicine,98034,29.0
19538,Internal Medicine,98036,13.0
19539,Internal Medicine,98037,37.0
19540,Internal Medicine,98038,2.0
19541,Internal Medicine,98042,25.0
19542,Internal Medicine,98045,1.0
19543,Internal Medicine,98046,1.0
19544,Internal Medicine,98052,68.0
19545,Internal Medicine,98055,49.0
19546,Internal Medicine,98055.0,2.0
19547,Internal Medicine,98056,3.0
19548,Internal Medicine,98057,3.0
19549,Internal Medicine,98058,11.0
19550,Internal Medicine,98059,17.0
19551,Internal Medicine,98076,1.0
19552,Internal Medicine,98101,15.0
19553,Internal Medicine,98102,1.0
19554,Internal Medicine,98103,1.0
19555,Internal Medicine,98104,177.0
19556,Internal Medicine,98105,15.0
19557,Internal Medicine,98107,103.0
19558,Internal Medicine,98108,15.0
19559,Internal Medicine,98108.0,1.0
19560,Internal Medicine,98109,60.0
19561,Internal Medicine,98110,7.0
19562,Internal Medicine,98112,13.0
19563,Internal Medicine,98114,2.0
19564,Internal Medicine,98115,13.0
19565,Internal Medicine,98116,1.0
19566,Internal Medicine,98118,5.0
19567,Internal Medicine,98119,6.0
19568,Internal Medicine,98121,1.0
19569,Internal Medicine,98122,107.0
19570,Internal Medicine,98124,20.0
19571,Internal Medicine,98125,3.0
19572,Internal Medicine,98126,36.0
19573,Internal Medicine,98133,51.0
19574,Internal Medicine,98145,1.0
19575,Internal Medicine,98146,5.0
19576,Internal Medicine,98148,2.0
19577,Internal Medicine,98155,17.0
19578,Internal Medicine,98166,180.0
19579,Internal Medicine,98177,24.0
19580,Internal Medicine,98188,1.0
19581,Internal Medicine,98195,111.0
19582,Internal Medicine,98198,6.0
19583,Internal Medicine,982,1.0
19584,Internal Medicine,98201,12.0
19585,Internal Medicine,98203,8.0
19586,Internal Medicine,98204,1.0
19587,Internal Medicine,98208,42.0
19588,Internal Medicine,98221,24.0
19589,Internal Medicine,98221.0,1.0
19590,Internal Medicine,98225,30.0
19591,Internal Medicine,98226,11.0
19592,Internal Medicine,98239,11.0
19593,Internal Medicine,98257,4.0
19594,Internal Medicine,98274,7.0
19595,Internal Medicine,98275,3.0
19596,Internal Medicine,98277,20.0
19597,Internal Medicine,98290,2.0
19598,Internal Medicine,98292,1.0
19599,Internal Medicine,983,5.0
19600,Internal Medicine,98310,100.0
19601,Internal Medicine,98311,1.0
19602,Internal Medicine,98312,1.0
19603,Internal Medicine,98332,4.0
19604,Internal Medicine,98333,3.0
19605,Internal Medicine,98335,3.0
19606,Internal Medicine,98338,24.0
19607,Internal Medicine,98346,3.0
19608,Internal Medicine,98362,17.0
19609,Internal Medicine,98366,22.0
19610,Internal Medicine,98367,9.0
19611,Internal Medicine,98370,21.0
19612,Internal Medicine,98371,23.0
19613,Internal Medicine,98372,90.0
19614,Internal Medicine,98373,3.0
19615,Internal Medicine,98374,1.0
19616,Internal Medicine,98375,1.0
19617,Internal Medicine,98382,14.0
19618,Internal Medicine,98383,11.0
19619,Internal Medicine,98390,40.0
19620,Internal Medicine,98391,31.0
19621,Internal Medicine,984,1.0
19622,Internal Medicine,98402,11.0
19623,Internal Medicine,98404,15.0
19624,Internal Medicine,98405,405.0
19625,Internal Medicine,98407,1.0
19626,Internal Medicine,98408,1.0
19627,Internal Medicine,98409,12.0
19628,Internal Medicine,98418,1.0
19629,Internal Medicine,98431,4.0
19630,Internal Medicine,98444,30.0
19631,Internal Medicine,98444.0,1.0
19632,Internal Medicine,98465,46.0
19633,Internal Medicine,98466,49.0
19634,Internal Medicine,98467,2.0
19635,Internal Medicine,98493,2.0
19636,Internal Medicine,98496,3.0
19637,Internal Medicine,98497,1.0
19638,Internal Medicine,98498,11.0
19639,Internal Medicine,98499,82.0
19640,Internal Medicine,98501,9.0
19641,Internal Medicine,98502,135.0
19642,Internal Medicine,98503,10.0
19643,Internal Medicine,98506,27.0
19644,Internal Medicine,98508,7.0
19645,Internal Medicine,98512,18.0
19646,Internal Medicine,98516,3.0
19647,Internal Medicine,98520,16.0
19648,Internal Medicine,98531,76.0
19649,Internal Medicine,98531.0,1.0
19650,Internal Medicine,98532,14.0
19651,Internal Medicine,98550,1.0
19652,Internal Medicine,98558,11.0
19653,Internal Medicine,98563,4.0
19654,Internal Medicine,98568,3.0
19655,Internal Medicine,98604,3.0
19656,Internal Medicine,98607,3.0
19657,Internal Medicine,98624,1.0
19658,Internal Medicine,98632,71.0
19659,Internal Medicine,98632.0,2.0
19660,Internal Medicine,98662,1.0
19661,Internal Medicine,98663,17.0
19662,Internal Medicine,98664,93.0
19663,Internal Medicine,98668,3.0
19664,Internal Medicine,98674,6.0
19665,Internal Medicine,98682,14.0
19666,Internal Medicine,98683,15.0
19667,Internal Medicine,98684,150.0
19668,Internal Medicine,98684.0,1.0
19669,Internal Medicine,98685,1.0
19670,Internal Medicine,98686,63.0
19671,Internal Medicine,987,6.0
19672,Internal Medicine,988,1.0
19673,Internal Medicine,98801,10.0
19674,Internal Medicine,98812,2.0
19675,Internal Medicine,98837,25.0
19676,Internal Medicine,98848,3.0
19677,Internal Medicine,98901,4.0
19678,Internal Medicine,98902,38.0
19679,Internal Medicine,98907,1.0
19680,Internal Medicine,98908,2.0
19681,Internal Medicine,98926,1.0
19682,Internal Medicine,98944,2.0
19683,Internal Medicine,98948,8.0
19684,Internal Medicine,99021,4.0
19685,Internal Medicine,99022,41.0
19686,Internal Medicine,99109,1.0
19687,Internal Medicine,99111,37.0
19688,Internal Medicine,99114,4.0
19689,Internal Medicine,99163,9.0
19690,Internal Medicine,99171,12.0
19691,Internal Medicine,99201,1.0
19692,Internal Medicine,99202,111.0
19693,Internal Medicine,99202.0,8.0
19694,Internal Medicine,99203,4.0
19695,Internal Medicine,99204,54.0
19696,Internal Medicine,99205,3.0
19697,Internal Medicine,99207,100.0
19698,Internal Medicine,99208,116.0
19699,Internal Medicine,99216,56.0
19700,Internal Medicine,99218,80.0
19701,Internal Medicine,99220,25.0
19702,Internal Medicine,99224,2.0
19703,Internal Medicine,99301,222.0
19704,Internal Medicine,99336,122.0
19705,Internal Medicine,99336.0,1.0
19706,Internal Medicine,99337,3.0
19707,Internal Medicine,99338,72.0
19708,Internal Medicine,99352,137.0
19709,Internal Medicine,99352.0,1.0
19710,Internal Medicine,99362,53.0
19711,Internal Medicine,99403,6.0
19712,Internal Medicine,99501,7.0
19713,Internal Medicine,99503,1.0
19714,Internal Medicine,99506,5.0
19715,Internal Medicine,99508,129.0
19716,Internal Medicine,99515,2.0
19717,Internal Medicine,99603,1.0
19718,Internal Medicine,99645,26.0
19719,Internal Medicine,99654,83.0
19720,Internal Medicine,99687,2.0
19721,Internal Medicine,99701,2.0
19722,Internal Medicine,99801,3.0
19723,Internal Medicine,99901,3.0
19724,Internal Medicine,nan,15.0
19725,Neurological Surgery,00002,1.0
19726,Neurological Surgery,00003,1.0
19727,Neurological Surgery,00404,1.0
19728,Neurological Surgery,00612,1.0
19729,Neurological Surgery,00646,1.0
19730,Neurological Surgery,00674,3.0
19731,Neurological Surgery,00680,2.0
19732,Neurological Surgery,00716,2.0
19733,Neurological Surgery,00717,1.0
19734,Neurological Surgery,00725,24.0
19735,Neurological Surgery,00726,5.0
19736,Neurological Surgery,00780,16.0
19737,Neurological Surgery,00907,1.0
19738,Neurological Surgery,00909,1.0
19739,Neurological Surgery,00912,2.0
19740,Neurological Surgery,00918,6.0
19741,Neurological Surgery,00919,1.0
19742,Neurological Surgery,00921,18.0
19743,Neurological Surgery,00925,2.0
19744,Neurological Surgery,00926,6.0
19745,Neurological Surgery,00935,3.0
19746,Neurological Surgery,00936,3.0
19747,Neurological Surgery,00950,1.0
19748,Neurological Surgery,00956,1.0
19749,Neurological Surgery,00959,1.0
19750,Neurological Surgery,00960,4.0
19751,Neurological Surgery,00961,34.0
19752,Neurological Surgery,00969,11.0
19753,Neurological Surgery,00974,12.0
19754,Neurological Surgery,00979,1.0
19755,Neurological Surgery,01060,4.0
19756,Neurological Surgery,01104,9.0
19757,Neurological Surgery,01107,3.0
19758,Neurological Surgery,01199,3.0
19759,Neurological Surgery,01201,6.0
19760,Neurological Surgery,01604,8.0
19761,Neurological Surgery,01655,33.0
19762,Neurological Surgery,01702,1.0
19763,Neurological Surgery,01720,1.0
19764,Neurological Surgery,01742,2.0
19765,Neurological Surgery,01747,3.0
19766,Neurological Surgery,01760,7.0
19767,Neurological Surgery,01778,5.0
19768,Neurological Surgery,01801,6.0
19769,Neurological Surgery,01805,10.0
19770,Neurological Surgery,01843,9.0
19771,Neurological Surgery,01915,1.0
19772,Neurological Surgery,01960,20.0
19773,Neurological Surgery,02062,41.0
19774,Neurological Surgery,02111,27.0
19775,Neurological Surgery,02114,32.0
19776,Neurological Surgery,02115,42.0
19777,Neurological Surgery,02116,2.0
19778,Neurological Surgery,02118,27.0
19779,Neurological Surgery,02120,11.0
19780,Neurological Surgery,02130,4.0
19781,Neurological Surgery,02132,4.0
19782,Neurological Surgery,02135,2.0
19783,Neurological Surgery,02138,10.0
19784,Neurological Surgery,02186,2.0
19785,Neurological Surgery,02189,5.0
19786,Neurological Surgery,02190,36.0
19787,Neurological Surgery,02215,93.0
19788,Neurological Surgery,02241,18.0
19789,Neurological Surgery,02332,3.0
19790,Neurological Surgery,02346,1.0
19791,Neurological Surgery,02445,37.0
19792,Neurological Surgery,02446,2.0
19793,Neurological Surgery,02467,3.0
19794,Neurological Surgery,02601,115.0
19795,Neurological Surgery,02747,2.0
19796,Neurological Surgery,02806,4.0
19797,Neurological Surgery,02809,3.0
19798,Neurological Surgery,02879,3.0
19799,Neurological Surgery,02886,9.0
19800,Neurological Surgery,02903,32.0
19801,Neurological Surgery,02905,35.0
19802,Neurological Surgery,02919,45.0
19803,Neurological Surgery,03006,1.0
19804,Neurological Surgery,03060,27.0
19805,Neurological Surgery,03110,11.0
19806,Neurological Surgery,03249,30.0
19807,Neurological Surgery,03301,1.0
19808,Neurological Surgery,03756,11.0
19809,Neurological Surgery,03766,6.0
19810,Neurological Surgery,03801,2.0
19811,Neurological Surgery,03833,45.0
19812,Neurological Surgery,04005,25.0
19813,Neurological Surgery,04011,1.0
19814,Neurological Surgery,04074,14.0
19815,Neurological Surgery,04210,33.0
19816,Neurological Surgery,04240,8.0
19817,Neurological Surgery,04401,17.0
19818,Neurological Surgery,04915,1.0
19819,Neurological Surgery,05401,13.0
19820,Neurological Surgery,06001,4.0
19821,Neurological Surgery,06030,5.0
19822,Neurological Surgery,06032,6.0
19823,Neurological Surgery,06040,2.0
19824,Neurological Surgery,06051,6.0
19825,Neurological Surgery,06052,28.0
19826,Neurological Surgery,06074,5.0
19827,Neurological Surgery,06082,1.0
19828,Neurological Surgery,06095,6.0
19829,Neurological Surgery,06105,72.0
19830,Neurological Surgery,06106,22.0
19831,Neurological Surgery,06118,3.0
19832,Neurological Surgery,06119,11.0
19833,Neurological Surgery,06150,2.0
19834,Neurological Surgery,06226,6.0
19835,Neurological Surgery,06262,1.0
19836,Neurological Surgery,06320,5.0
19837,Neurological Surgery,06360,36.0
19838,Neurological Surgery,06418,1.0
19839,Neurological Surgery,06451,5.0
19840,Neurological Surgery,06457,4.0
19841,Neurological Surgery,06480,10.0
19842,Neurological Surgery,06489,2.0
19843,Neurological Surgery,06510,98.0
19844,Neurological Surgery,06511,37.0
19845,Neurological Surgery,06519,4.0
19846,Neurological Surgery,06520,1.0
19847,Neurological Surgery,06606,2.0
19848,Neurological Surgery,06610,13.0
19849,Neurological Surgery,06706,12.0
19850,Neurological Surgery,06708,101.0
19851,Neurological Surgery,06762,18.0
19852,Neurological Surgery,06790,3.0
19853,Neurological Surgery,06810,20.0
19854,Neurological Surgery,06824,36.0
19855,Neurological Surgery,06831,16.0
19856,Neurological Surgery,06851,7.0
19857,Neurological Surgery,06902,5.0
19858,Neurological Surgery,06905,5.0
19859,Neurological Surgery,07002,1.0
19860,Neurological Surgery,07003,1.0
19861,Neurological Surgery,07006,2.0
19862,Neurological Surgery,07008,1.0
19863,Neurological Surgery,07012,3.0
19864,Neurological Surgery,07013,6.0
19865,Neurological Surgery,07028,1.0
19866,Neurological Surgery,07039,8.0
19867,Neurological Surgery,07042,5.0
19868,Neurological Surgery,07047,1.0
19869,Neurological Surgery,07052,2.0
19870,Neurological Surgery,07059,2.0
19871,Neurological Surgery,07065,10.0
19872,Neurological Surgery,07083,64.0
19873,Neurological Surgery,07087,4.0
19874,Neurological Surgery,07094,3.0
19875,Neurological Surgery,07103,81.0
19876,Neurological Surgery,07107,5.0
19877,Neurological Surgery,07208,1.0
19878,Neurological Surgery,07257,12.0
19879,Neurological Surgery,07410,9.0
19880,Neurological Surgery,07450,26.0
19881,Neurological Surgery,07470,4.0
19882,Neurological Surgery,07523,1.0
19883,Neurological Surgery,07601,30.0
19884,Neurological Surgery,07631,14.0
19885,Neurological Surgery,07649,59.0
19886,Neurological Surgery,07652,8.0
19887,Neurological Surgery,07666,13.0
19888,Neurological Surgery,07675,1.0
19889,Neurological Surgery,07701,29.0
19890,Neurological Surgery,07702,1.0
19891,Neurological Surgery,07712,2.0
19892,Neurological Surgery,07719,61.0
19893,Neurological Surgery,07728,6.0
19894,Neurological Surgery,07751,1.0
19895,Neurological Surgery,07753,11.0
19896,Neurological Surgery,07764,27.0
19897,Neurological Surgery,07834,1.0
19898,Neurological Surgery,07866,1.0
19899,Neurological Surgery,07871,2.0
19900,Neurological Surgery,07901,2.0
19901,Neurological Surgery,07960,44.0
19902,Neurological Surgery,08034,12.0
19903,Neurological Surgery,08043,7.0
19904,Neurological Surgery,08048,6.0
19905,Neurological Surgery,08050,11.0
19906,Neurological Surgery,08052,7.0
19907,Neurological Surgery,08053,42.0
19908,Neurological Surgery,08054,7.0
19909,Neurological Surgery,08057,8.0
19910,Neurological Surgery,08060,1.0
19911,Neurological Surgery,08080,11.0
19912,Neurological Surgery,08084,1.0
19913,Neurological Surgery,08096,1.0
19914,Neurological Surgery,08103,22.0
19915,Neurological Surgery,08221,2.0
19916,Neurological Surgery,08234,6.0
19917,Neurological Surgery,08244,9.0
19918,Neurological Surgery,08360,4.0
19919,Neurological Surgery,08401,17.0
19920,Neurological Surgery,08534,5.0
19921,Neurological Surgery,08540,3.0
19922,Neurological Surgery,08619,22.0
19923,Neurological Surgery,08629,4.0
19924,Neurological Surgery,08648,23.0
19925,Neurological Surgery,08690,1.0
19926,Neurological Surgery,08724,3.0
19927,Neurological Surgery,08755,7.0
19928,Neurological Surgery,08807,1.0
19929,Neurological Surgery,08820,15.0
19930,Neurological Surgery,08822,6.0
19931,Neurological Surgery,08837,5.0
19932,Neurological Surgery,08857,2.0
19933,Neurological Surgery,08858,1.0
19934,Neurological Surgery,08873,7.0
19935,Neurological Surgery,08901,33.0
19936,Neurological Surgery,09109,22.0
19937,Neurological Surgery,10003,44.0
19938,Neurological Surgery,10009,4.0
19939,Neurological Surgery,10010,5.0
19940,Neurological Surgery,10012,1.0
19941,Neurological Surgery,10013,2.0
19942,Neurological Surgery,10014,1.0
19943,Neurological Surgery,10016,105.0
19944,Neurological Surgery,10017,14.0
19945,Neurological Surgery,10019,27.0
19946,Neurological Surgery,10021,32.0
19947,Neurological Surgery,10022,7.0
19948,Neurological Surgery,10025,1.0
19949,Neurological Surgery,10028,1.0
19950,Neurological Surgery,10029,145.0
19951,Neurological Surgery,10032,49.0
19952,Neurological Surgery,10036,2.0
19953,Neurological Surgery,10038,9.0
19954,Neurological Surgery,10065,88.0
19955,Neurological Surgery,10075,3.0
19956,Neurological Surgery,10087,13.0
19957,Neurological Surgery,10128,11.0
19958,Neurological Surgery,10304,110.0
19959,Neurological Surgery,10305,3.0
19960,Neurological Surgery,10306,23.0
19961,Neurological Surgery,10309,3.0
19962,Neurological Surgery,10466,7.0
19963,Neurological Surgery,10467,9.0
19964,Neurological Surgery,10512,24.0
19965,Neurological Surgery,10530,10.0
19966,Neurological Surgery,10532,12.0
19967,Neurological Surgery,10549,26.0
19968,Neurological Surgery,10566,3.0
19969,Neurological Surgery,10567,23.0
19970,Neurological Surgery,10591,6.0
19971,Neurological Surgery,10595,1.0
19972,Neurological Surgery,10604,31.0
19973,Neurological Surgery,10701,1.0
19974,Neurological Surgery,10708,9.0
19975,Neurological Surgery,10801,1.0
19976,Neurological Surgery,10940,1.0
19977,Neurological Surgery,10941,1.0
19978,Neurological Surgery,11021,61.0
19979,Neurological Surgery,11030,16.0
19980,Neurological Surgery,11040,24.0
19981,Neurological Surgery,11042,25.0
19982,Neurological Surgery,11201,26.0
19983,Neurological Surgery,11203,10.0
19984,Neurological Surgery,11209,8.0
19985,Neurological Surgery,11214,1.0
19986,Neurological Surgery,11215,19.0
19987,Neurological Surgery,11219,20.0
19988,Neurological Surgery,11220,6.0
19989,Neurological Surgery,11226,1.0
19990,Neurological Surgery,11228,2.0
19991,Neurological Surgery,11235,2.0
19992,Neurological Surgery,11237,1.0
19993,Neurological Surgery,11355,16.0
19994,Neurological Surgery,11373,2.0
19995,Neurological Surgery,11374,6.0
19996,Neurological Surgery,11375,4.0
19997,Neurological Surgery,11415,13.0
19998,Neurological Surgery,11418,3.0
19999,Neurological Surgery,11432,1.0
20000,Neurological Surgery,11507,1.0
20001,Neurological Surgery,11516,5.0
20002,Neurological Surgery,11554,1.0
20003,Neurological Surgery,11563,12.0
20004,Neurological Surgery,11570,29.0
20005,Neurological Surgery,11572,1.0
20006,Neurological Surgery,11576,2.0
20007,Neurological Surgery,11580,1.0
20008,Neurological Surgery,11598,3.0
20009,Neurological Surgery,11703,11.0
20010,Neurological Surgery,11706,7.0
20011,Neurological Surgery,11725,2.0
20012,Neurological Surgery,11733,15.0
20013,Neurological Surgery,11743,2.0
20014,Neurological Surgery,11751,6.0
20015,Neurological Surgery,11758,1.0
20016,Neurological Surgery,11772,25.0
20017,Neurological Surgery,11776,8.0
20018,Neurological Surgery,11777,3.0
20019,Neurological Surgery,11779,4.0
20020,Neurological Surgery,11787,2.0
20021,Neurological Surgery,11788,3.0
20022,Neurological Surgery,11790,23.0
20023,Neurological Surgery,11794,6.0
20024,Neurological Surgery,11795,13.0
20025,Neurological Surgery,11801,1.0
20026,Neurological Surgery,11803,31.0
20027,Neurological Surgery,12020,2.0
20028,Neurological Surgery,12033,3.0
20029,Neurological Surgery,12110,33.0
20030,Neurological Surgery,12159,60.0
20031,Neurological Surgery,12186,2.0
20032,Neurological Surgery,12204,3.0
20033,Neurological Surgery,12208,95.0
20034,Neurological Surgery,12308,5.0
20035,Neurological Surgery,12524,2.0
20036,Neurological Surgery,12601,2.0
20037,Neurological Surgery,12801,5.0
20038,Neurological Surgery,12866,4.0
20039,Neurological Surgery,12901,6.0
20040,Neurological Surgery,13066,2.0
20041,Neurological Surgery,13088,2.0
20042,Neurological Surgery,13090,1.0
20043,Neurological Surgery,13203,85.0
20044,Neurological Surgery,13210,38.0
20045,Neurological Surgery,13326,6.0
20046,Neurological Surgery,13413,73.0
20047,Neurological Surgery,13502,11.0
20048,Neurological Surgery,13601,14.0
20049,Neurological Surgery,13790,59.0
20050,Neurological Surgery,13905,4.0
20051,Neurological Surgery,14094,4.0
20052,Neurological Surgery,14120,3.0
20053,Neurological Surgery,14127,28.0
20054,Neurological Surgery,14202,2.0
20055,Neurological Surgery,14203,98.0
20056,Neurological Surgery,14209,16.0
20057,Neurological Surgery,14221,288.0
20058,Neurological Surgery,14222,1.0
20059,Neurological Surgery,14224,18.0
20060,Neurological Surgery,14226,51.0
20061,Neurological Surgery,14263,1.0
20062,Neurological Surgery,14304,1.0
20063,Neurological Surgery,14456,1.0
20064,Neurological Surgery,14534,4.0
20065,Neurological Surgery,14618,2.0
20066,Neurological Surgery,14621,2.0
20067,Neurological Surgery,14623,36.0
20068,Neurological Surgery,14626,3.0
20069,Neurological Surgery,14642,22.0
20070,Neurological Surgery,14701,1.0
20071,Neurological Surgery,15012,4.0
20072,Neurological Surgery,15014,7.0
20073,Neurological Surgery,15025,4.0
20074,Neurological Surgery,15061,3.0
20075,Neurological Surgery,15065,36.0
20076,Neurological Surgery,15090,1.0
20077,Neurological Surgery,15206,27.0
20078,Neurological Surgery,15212,18.0
20079,Neurological Surgery,15213,61.0
20080,Neurological Surgery,15219,12.0
20081,Neurological Surgery,15224,5.0
20082,Neurological Surgery,15232,8.0
20083,Neurological Surgery,15237,31.0
20084,Neurological Surgery,15238,21.0
20085,Neurological Surgery,15243,11.0
20086,Neurological Surgery,15301,30.0
20087,Neurological Surgery,15317,7.0
20088,Neurological Surgery,15501,1.0
20089,Neurological Surgery,15601,17.0
20090,Neurological Surgery,15701,4.0
20091,Neurological Surgery,15801,2.0
20092,Neurological Surgery,15901,3.0
20093,Neurological Surgery,15905,16.0
20094,Neurological Surgery,16148,2.0
20095,Neurological Surgery,16201,5.0
20096,Neurological Surgery,16507,17.0
20097,Neurological Surgery,16550,37.0
20098,Neurological Surgery,16601,6.0
20099,Neurological Surgery,16602,19.0
20100,Neurological Surgery,16801,1.0
20101,Neurological Surgery,17011,2.0
20102,Neurological Surgery,17013,2.0
20103,Neurological Surgery,17013.0,2.0
20104,Neurological Surgery,17033,58.0
20105,Neurological Surgery,17050,1.0
20106,Neurological Surgery,17055,2.0
20107,Neurological Surgery,17109,7.0
20108,Neurological Surgery,17201,25.0
20109,Neurological Surgery,1730,1.0
20110,Neurological Surgery,17325,1.0
20111,Neurological Surgery,17402,23.0
20112,Neurological Surgery,17403,1.0
20113,Neurological Surgery,17543,23.0
20114,Neurological Surgery,17601,32.0
20115,Neurological Surgery,17602,1.0
20116,Neurological Surgery,17701,1.0
20117,Neurological Surgery,17822,17.0
20118,Neurological Surgery,17901,9.0
20119,Neurological Surgery,18015,127.0
20120,Neurological Surgery,18017,3.0
20121,Neurological Surgery,18103,19.0
20122,Neurological Surgery,18201,2.0
20123,Neurological Surgery,18301,14.0
20124,Neurological Surgery,18507,2.0
20125,Neurological Surgery,18510,13.0
20126,Neurological Surgery,18512,1.0
20127,Neurological Surgery,18612,1.0
20128,Neurological Surgery,18702,26.0
20129,Neurological Surgery,18704,11.0
20130,Neurological Surgery,18711,31.0
20131,Neurological Surgery,18840,8.0
20132,Neurological Surgery,18901,5.0
20133,Neurological Surgery,18940,1.0
20134,Neurological Surgery,18960,1.0
20135,Neurological Surgery,19004,22.0
20136,Neurological Surgery,19006,7.0
20137,Neurological Surgery,19007,2.0
20138,Neurological Surgery,19010,20.0
20139,Neurological Surgery,19013,12.0
20140,Neurological Surgery,19023,3.0
20141,Neurological Surgery,19026,9.0
20142,Neurological Surgery,19027,3.0
20143,Neurological Surgery,19034,12.0
20144,Neurological Surgery,19041,1.0
20145,Neurological Surgery,19046,80.0
20146,Neurological Surgery,19047,50.0
20147,Neurological Surgery,19073,1.0
20148,Neurological Surgery,19087,1.0
20149,Neurological Surgery,19090,39.0
20150,Neurological Surgery,19096,16.0
20151,Neurological Surgery,19104,51.0
20152,Neurological Surgery,19106,20.0
20153,Neurological Surgery,19107,214.0
20154,Neurological Surgery,19112,1.0
20155,Neurological Surgery,19115,2.0
20156,Neurological Surgery,19116,3.0
20157,Neurological Surgery,19124,17.0
20158,Neurological Surgery,19125,1.0
20159,Neurological Surgery,19131,2.0
20160,Neurological Surgery,19134,2.0
20161,Neurological Surgery,19140,59.0
20162,Neurological Surgery,19141,5.0
20163,Neurological Surgery,19178,1.0
20164,Neurological Surgery,19301,3.0
20165,Neurological Surgery,19320,4.0
20166,Neurological Surgery,19341,5.0
20167,Neurological Surgery,19422,1.0
20168,Neurological Surgery,19426,2.0
20169,Neurological Surgery,19464,2.0
20170,Neurological Surgery,19468,2.0
20171,Neurological Surgery,1960,2.0
20172,Neurological Surgery,19605,2.0
20173,Neurological Surgery,19610,5.0
20174,Neurological Surgery,19611,35.0
20175,Neurological Surgery,19713,24.0
20176,Neurological Surgery,19901,9.0
