,speciality,Recipient_Zip_Code,median_payment
49218,Internal Medicine,70503-2637,13.83
49219,Internal Medicine,70503-2819,18.4
49220,Internal Medicine,70503-2852,16.06
49221,Internal Medicine,70503-3038,13.56
49222,Internal Medicine,70503-3100,14.51
49223,Internal Medicine,70503-3453,123.7
49224,Internal Medicine,70505,11.8
49225,Internal Medicine,70505-2505,17.055
49226,Internal Medicine,70506,13.73
49227,Internal Medicine,70506-3043,14.31
49228,Internal Medicine,70506-3564,23.39
49229,Internal Medicine,70506-3568,13.87
49230,Internal Medicine,70506-4205,23.02
49231,Internal Medicine,70506-4600,10.35
49232,Internal Medicine,70506-4638,20.655
49233,Internal Medicine,70506-4655,15.23
49234,Internal Medicine,70506-6602,11.94
49235,Internal Medicine,70507,64.725
49236,Internal Medicine,70507-2309,17.325
49237,Internal Medicine,70507-4533,39.595
49238,Internal Medicine,70508,12.69
49239,Internal Medicine,70508-3607,14.01
49240,Internal Medicine,70508-4524,11.825
49241,Internal Medicine,70508-5421,12.8
49242,Internal Medicine,70508-6798,15.83
49243,Internal Medicine,70508-8600,10.92
49244,Internal Medicine,70508-8800,14.08
49245,Internal Medicine,70508-8802,23.15
49246,Internal Medicine,70509-1450,52.23
49247,Internal Medicine,70510,13.99
49248,Internal Medicine,70510-2825,13.55
49249,Internal Medicine,70510-4042,16.175
49250,Internal Medicine,70510-4078,14.725
49251,Internal Medicine,70510-4106,18.51
49252,Internal Medicine,70510-5112,36.17
49253,Internal Medicine,70517,19.44
49254,Internal Medicine,70518,13.36
49255,Internal Medicine,70526,12.51
49256,Internal Medicine,70526-2211,76.515
49257,Internal Medicine,70526-4441,17.12
49258,Internal Medicine,70535,36.945
49259,Internal Medicine,70535-5845,17.14
49260,Internal Medicine,70538,10.435
49261,Internal Medicine,70538-3854,16.175
49262,Internal Medicine,70538-4124,14.63
49263,Internal Medicine,70538-4230,13.14
49264,Internal Medicine,70544,13.12
49265,Internal Medicine,70546,14.16
49266,Internal Medicine,70546-3628,15.785
49267,Internal Medicine,70546-4100,12.37
49268,Internal Medicine,70546-4138,19.27
49269,Internal Medicine,70548,13.495
49270,Internal Medicine,70554,13.52
49271,Internal Medicine,70555,9.235
49272,Internal Medicine,70555-4448,13.545
49273,Internal Medicine,70560,14.365
49274,Internal Medicine,70560-4063,11.62
49275,Internal Medicine,70560-4091,113.7
49276,Internal Medicine,70563,16.57
49277,Internal Medicine,70563-2094,13.44
49278,Internal Medicine,70570,19.06
49279,Internal Medicine,70570-0758,10.74
49280,Internal Medicine,70570-0775,14.03
49281,Internal Medicine,70570-6530,13.335
49282,Internal Medicine,70570-6552,15.48
49283,Internal Medicine,70570-8674,11.4
49284,Internal Medicine,70586,10.08
49285,Internal Medicine,70586-5607,11.94
49286,Internal Medicine,70586-5613,48.57
49287,Internal Medicine,70586-5627,12.51
49288,Internal Medicine,70591,10.39
49289,Internal Medicine,70596,10.47
49290,Internal Medicine,70601,11.28
49291,Internal Medicine,70601-0404,16.52
49292,Internal Medicine,70601-5724,14.83
49293,Internal Medicine,70601-5727,12.4
49294,Internal Medicine,70601-5743,11.41
49295,Internal Medicine,70601-8990,18.085
49296,Internal Medicine,70601-8991,21.25
49297,Internal Medicine,70601-8992,20.19
49298,Internal Medicine,70601-8994,6.205
49299,Internal Medicine,70603,12.92
49300,Internal Medicine,70605,12.72
49301,Internal Medicine,70605-4148,12.29
49302,Internal Medicine,70606,23.89
49303,Internal Medicine,70606-4610,1.57
49304,Internal Medicine,70607,12.19
49305,Internal Medicine,70633,9.58
49306,Internal Medicine,70634,14.815
49307,Internal Medicine,70634-4837,18.75
49308,Internal Medicine,70648,10.2
49309,Internal Medicine,70659,12.085
49310,Internal Medicine,70663,19.98
49311,Internal Medicine,70663-5053,52.23
49312,Internal Medicine,70714,13.51
49313,Internal Medicine,70714-4348,13.39
49314,Internal Medicine,70714-4909,18.58
49315,Internal Medicine,70714-4911,13.08
49316,Internal Medicine,70722,11.765
49317,Internal Medicine,70722-3009,12.72
49318,Internal Medicine,70726,12.4
49319,Internal Medicine,70726-4722,11.55
49320,Internal Medicine,70726-5201,12.15
49321,Internal Medicine,70737,12.675
49322,Internal Medicine,70737-2805,88.93
49323,Internal Medicine,70737-4913,17.94
49324,Internal Medicine,70737-5004,14.81
49325,Internal Medicine,70737-5021,12.68
49326,Internal Medicine,70737-6901,50.01
49327,Internal Medicine,70747,17.07
49328,Internal Medicine,70748,18.54
49329,Internal Medicine,70754,13.13
49330,Internal Medicine,70755,17.07
49331,Internal Medicine,70760,123.16
49332,Internal Medicine,70764,14.145
49333,Internal Medicine,70764-6553,15.56
49334,Internal Medicine,70767,11.14
49335,Internal Medicine,70769,12.01
49336,Internal Medicine,70769-3616,13.27
49337,Internal Medicine,70769-3979,13.51
49338,Internal Medicine,70775,11.565
49339,Internal Medicine,70785,12.89
49340,Internal Medicine,70785-6351,18.775
49341,Internal Medicine,70791,11.815
49342,Internal Medicine,70791-7384,12.965
49343,Internal Medicine,70804,98.06
49344,Internal Medicine,70805,12.38
49345,Internal Medicine,70805-1712,16.61
49346,Internal Medicine,70805-2408,13.51
49347,Internal Medicine,70806,12.75
49348,Internal Medicine,70806-1818,18.11
49349,Internal Medicine,70806-3743,18.23
49350,Internal Medicine,70806-3757,20.56
49351,Internal Medicine,70806-3803,16.42
49352,Internal Medicine,70806-3842,13.76
49353,Internal Medicine,70806-4016,16.86
49354,Internal Medicine,70806-4896,11.69
49355,Internal Medicine,70806-6744,13.88
49356,Internal Medicine,70806-7740,15.565
49357,Internal Medicine,70808,13.54
49358,Internal Medicine,70808-0307,9.29
49359,Internal Medicine,70808-0310,19.97
49360,Internal Medicine,70808-4124,162.72
49361,Internal Medicine,70808-4261,17.21
49362,Internal Medicine,70808-4300,12.94
49363,Internal Medicine,70808-4311,14.77
49364,Internal Medicine,70808-4325,18.61
49365,Internal Medicine,70808-4326,15.64
49366,Internal Medicine,70808-4339,13.88
49367,Internal Medicine,70808-4375,19.04
49368,Internal Medicine,70808-4782,13.51
49369,Internal Medicine,70808-9136,12.51
49370,Internal Medicine,70808-9143,14.53
49371,Internal Medicine,70809,18.545
49372,Internal Medicine,70809-1411,20.435
49373,Internal Medicine,70809-1790,11.475
49374,Internal Medicine,70809-2418,16.13
49375,Internal Medicine,70809-2440,47.18
49376,Internal Medicine,70809-3231,12.87
49377,Internal Medicine,70809-3515,13.365
49378,Internal Medicine,70809-3670,6.985
49379,Internal Medicine,70809-3674,234.99
49380,Internal Medicine,70809-3726,74.28
49381,Internal Medicine,70810,15.04
49382,Internal Medicine,70810-1507,18.84
49383,Internal Medicine,70810-1685,20.4
49384,Internal Medicine,70810-1686,17.765
49385,Internal Medicine,70810-1907,14.65
49386,Internal Medicine,70810-6563,19.45
49387,Internal Medicine,70814,16.11
49388,Internal Medicine,70815,11.98
49389,Internal Medicine,70815-4081,14.655
49390,Internal Medicine,70816,15.41
49391,Internal Medicine,70816-2910,13.91
49392,Internal Medicine,70816-3246,14.81
49393,Internal Medicine,70816-3254,16.67
49394,Internal Medicine,70816-6095,13.59
49395,Internal Medicine,70817,12.31
49396,Internal Medicine,70818,13.65
49397,Internal Medicine,70820,123.28
49398,Internal Medicine,70895-5299,19.07
49399,Internal Medicine,71019,16.78
49400,Internal Medicine,71052,32.395
49401,Internal Medicine,71053,13.41
49402,Internal Medicine,71064,11.19
49403,Internal Medicine,71075,12.25
49404,Internal Medicine,71075-4503,51.68
49405,Internal Medicine,71101,15.565
49406,Internal Medicine,71101-3910,13.83
49407,Internal Medicine,71101-4243,214.57
49408,Internal Medicine,71101-4343,20.205
49409,Internal Medicine,71101-4443,17.415
49410,Internal Medicine,71101-4460,14.69
49411,Internal Medicine,71101-4518,12.55
49412,Internal Medicine,71103,15.55
49413,Internal Medicine,71103-3822,16.0
49414,Internal Medicine,71103-3893,16.71
49415,Internal Medicine,71103-3908,74.67
49416,Internal Medicine,71103-3917,17.3
49417,Internal Medicine,71103-3931,17.3
49418,Internal Medicine,71103-3981,15.08
49419,Internal Medicine,71103-3989,16.71
49420,Internal Medicine,71103-4228,16.84
49421,Internal Medicine,71104,13.92
49422,Internal Medicine,71105,12.63
49423,Internal Medicine,71105-5505,16.22
49424,Internal Medicine,71105-5634,13.27
49425,Internal Medicine,71105-5663,17.03
49426,Internal Medicine,71105-5740,13.635
49427,Internal Medicine,71105-6800,14.995
49428,Internal Medicine,71106,12.78
49429,Internal Medicine,71106-7228,23.65
49430,Internal Medicine,71106-8124,17.0
49431,Internal Medicine,71107,20.95
49432,Internal Medicine,71111,12.12
49433,Internal Medicine,71111-2103,16.975
49434,Internal Medicine,71111-2165,18.305
49435,Internal Medicine,71111-2166,15.555
49436,Internal Medicine,71111-2385,16.56
49437,Internal Medicine,71111-2387,16.59
49438,Internal Medicine,71111-2394,13.9
49439,Internal Medicine,71112,10.81
49440,Internal Medicine,71115,20.0
49441,Internal Medicine,71115-2302,14.92
49442,Internal Medicine,71115-8599,13.96
49443,Internal Medicine,71118,12.84
49444,Internal Medicine,71118-3130,10.06
49445,Internal Medicine,71118-3133,15.2
49446,Internal Medicine,71118-3154,14.62
49447,Internal Medicine,71119,12.51
49448,Internal Medicine,71129,15.71
49449,Internal Medicine,71130,15.45
49450,Internal Medicine,71133-7063,13.585
49451,Internal Medicine,71135-3032,11.49
49452,Internal Medicine,71136-6953,18.33
49453,Internal Medicine,71201,14.785
49454,Internal Medicine,71201-2986,99.92
49455,Internal Medicine,71201-3739,13.59
49456,Internal Medicine,71201-5101,109.09
49457,Internal Medicine,71201-5610,15.1
49458,Internal Medicine,71201-5627,18.93
49459,Internal Medicine,71201-7407,13.95
49460,Internal Medicine,71201-7528,15.535
49461,Internal Medicine,71202,11.365
49462,Internal Medicine,71202-6400,11.505
49463,Internal Medicine,71203,12.35
49464,Internal Medicine,71220-4521,10.69
49465,Internal Medicine,71232,12.62
49466,Internal Medicine,71232-3002,35.48
49467,Internal Medicine,71241,16.54
49468,Internal Medicine,71241-2237,14.46
49469,Internal Medicine,71254,11.66
49470,Internal Medicine,71254-2140,15.18
49471,Internal Medicine,71263,14.25
49472,Internal Medicine,71263-9798,21.43
49473,Internal Medicine,71269,12.37
49474,Internal Medicine,71269-2957,13.655
49475,Internal Medicine,71269-3658,13.37
49476,Internal Medicine,71270,14.71
49477,Internal Medicine,71270-5941,21.44
49478,Internal Medicine,71291,15.72
49479,Internal Medicine,71291-5327,12.28
49480,Internal Medicine,71291-7365,16.025
49481,Internal Medicine,71291-7366,14.855
49482,Internal Medicine,71291-9010,16.15
49483,Internal Medicine,71301,12.065
49484,Internal Medicine,71301-3405,13.08
49485,Internal Medicine,71301-3841,48.85
49486,Internal Medicine,71301-3900,16.29
49487,Internal Medicine,71301-3917,98.54
49488,Internal Medicine,71301-3944,14.3
49489,Internal Medicine,71301-8421,15.77
49490,Internal Medicine,71315,13.25
49491,Internal Medicine,71322,73.44
49492,Internal Medicine,71322-1619,16.21
49493,Internal Medicine,71342,10.43
49494,Internal Medicine,71351,16.98
49495,Internal Medicine,71351-4771,14.17
49496,Internal Medicine,71360,15.18
49497,Internal Medicine,71366,16.48
49498,Internal Medicine,71373,15.53
49499,Internal Medicine,71378-4660,18.88
49500,Internal Medicine,71405,11.47
49501,Internal Medicine,71409,14.75
49502,Internal Medicine,71418,15.85
49503,Internal Medicine,71446,17.3
49504,Internal Medicine,71446-4645,28.17
49505,Internal Medicine,71446-5245,50.0
49506,Internal Medicine,71446-5306,20.67
49507,Internal Medicine,71449-3718,13.73
49508,Internal Medicine,71457,14.02
49509,Internal Medicine,71457-5725,15.45
49510,Internal Medicine,71457-5881,20.41
49511,Internal Medicine,71457-6018,14.03
49512,Internal Medicine,71459-5102,30.635
49513,Internal Medicine,71463,12.22
49514,Internal Medicine,71463-3034,10.54
49515,Internal Medicine,71601,4.655
49516,Internal Medicine,71601-5801,16.13
49517,Internal Medicine,71602,14.54
49518,Internal Medicine,71603,17.21
49519,Internal Medicine,71603-6319,14.75
49520,Internal Medicine,71603-7006,12.7
49521,Internal Medicine,71603-7030,17.83
49522,Internal Medicine,71603-8742,10.0
49523,Internal Medicine,71635,13.41
49524,Internal Medicine,71701,11.21
49525,Internal Medicine,71701-3704,11.88
49526,Internal Medicine,71701-4616,11.31
49527,Internal Medicine,71711,10.24
49528,Internal Medicine,71711-0757,2.88
49529,Internal Medicine,71730,12.32
49530,Internal Medicine,71730-4403,15.215
49531,Internal Medicine,71730-4586,10.28
49532,Internal Medicine,71730-6835,19.135
49533,Internal Medicine,71753,11.865
49534,Internal Medicine,71753-2032,12.79
49535,Internal Medicine,71801-8100,38.53
49536,Internal Medicine,71901,17.26
49537,Internal Medicine,71903,19.68
49538,Internal Medicine,71903-1850,2.88
49539,Internal Medicine,71909,14.97
49540,Internal Medicine,71909-9301,14.83
49541,Internal Medicine,71909-9411,15.53
49542,Internal Medicine,71913,15.39
49543,Internal Medicine,71913-2619,15.41
49544,Internal Medicine,71913-6452,10.87
49545,Internal Medicine,71913-6457,10.87
49546,Internal Medicine,71913-6462,14.92
49547,Internal Medicine,71913-6912,15.41
49548,Internal Medicine,71913-7949,11.11
49549,Internal Medicine,71923-4212,2.88
49550,Internal Medicine,71923-4218,13.01
49551,Internal Medicine,71953,27.29
49552,Internal Medicine,72006,5.76
49553,Internal Medicine,72015,15.18
49554,Internal Medicine,72015-2498,69.0
49555,Internal Medicine,72015-3353,21.315
49556,Internal Medicine,72018-2577,17.535
49557,Internal Medicine,72022,13.61
49558,Internal Medicine,72022-3815,17.1
49559,Internal Medicine,72023,11.51
49560,Internal Medicine,72029,10.99
49561,Internal Medicine,72031,12.91
49562,Internal Medicine,72032,20.31
49563,Internal Medicine,72034,15.88
49564,Internal Medicine,72034-4984,17.3
49565,Internal Medicine,72034-6127,11.51
49566,Internal Medicine,72034-7742,14.68
49567,Internal Medicine,72034-8287,22.76
49568,Internal Medicine,72076-4386,14.35
49569,Internal Medicine,72104,12.105
49570,Internal Medicine,72104-4811,18.21
49571,Internal Medicine,72106-0925,15.42
49572,Internal Medicine,72106-9570,12.53
49573,Internal Medicine,72110,12.18
49574,Internal Medicine,72112,27.275
49575,Internal Medicine,72112-3500,82.175
49576,Internal Medicine,72112-3661,12.22
49577,Internal Medicine,72113,98.31
49578,Internal Medicine,72114,16.78
49579,Internal Medicine,72114-2146,106.8
49580,Internal Medicine,72114-2147,82.175
49581,Internal Medicine,72114-2157,74.98
49582,Internal Medicine,72116,18.33
49583,Internal Medicine,72117,24.38
49584,Internal Medicine,72117-2922,73.12
49585,Internal Medicine,72120,11.34
49586,Internal Medicine,72120-5089,15.43
49587,Internal Medicine,72143,13.63
49588,Internal Medicine,72143-4802,17.21
49589,Internal Medicine,72143-6848,69.0
49590,Internal Medicine,72150,11.86
49591,Internal Medicine,72160,9.275
49592,Internal Medicine,72160-1901,14.07
49593,Internal Medicine,72201,13.98
49594,Internal Medicine,72202,98.31
49595,Internal Medicine,72202-2233,14.5
49596,Internal Medicine,72202-4619,82.175
49597,Internal Medicine,72204,291.775
49598,Internal Medicine,72205,13.92
49599,Internal Medicine,72205-3108,13.82
49600,Internal Medicine,72205-5302,16.81
49601,Internal Medicine,72205-5405,15.7
49602,Internal Medicine,72205-5408,13.54
49603,Internal Medicine,72205-5446,11.35
49604,Internal Medicine,72205-6202,10.94
49605,Internal Medicine,72205-6217,15.25
49606,Internal Medicine,72205-6225,12.4
49607,Internal Medicine,72205-6319,12.77
49608,Internal Medicine,72205-6321,82.175
49609,Internal Medicine,72205-6326,17.2
49610,Internal Medicine,72205-6344,9.04
49611,Internal Medicine,72205-6456,13.1
49612,Internal Medicine,72205-7101,14.5
49613,Internal Medicine,72207,10.575
49614,Internal Medicine,72207-6343,15.615
49615,Internal Medicine,72207-6348,16.84
49616,Internal Medicine,72207-6365,73.12
49617,Internal Medicine,72209,16.51
49618,Internal Medicine,72209-7067,33.86
49619,Internal Medicine,72211,12.69
49620,Internal Medicine,72211-3714,79.95
49621,Internal Medicine,72211-4316,89.37
49622,Internal Medicine,72215-6679,13.79
49623,Internal Medicine,72223,13.565
49624,Internal Medicine,72227-2118,17.2
49625,Internal Medicine,72301,73.165
49626,Internal Medicine,72301-3550,13.9
49627,Internal Medicine,72301-4223,11.91
49628,Internal Medicine,72301-4257,11.28
49629,Internal Medicine,72315,43.54
49630,Internal Medicine,72315-2407,59.85
49631,Internal Medicine,72331,11.54
49632,Internal Medicine,72335,14.58
49633,Internal Medicine,72335-2407,8.09
49634,Internal Medicine,72335-2830,29.22
49635,Internal Medicine,72335-9117,13.38
49636,Internal Medicine,72342,16.81
49637,Internal Medicine,72342-8852,20.005
49638,Internal Medicine,72365,15.27
49639,Internal Medicine,72370,39.855
49640,Internal Medicine,72401,11.49
49641,Internal Medicine,72401-3104,14.36
49642,Internal Medicine,72401-3119,15.1
49643,Internal Medicine,72401-3125,14.99
49644,Internal Medicine,72401-4163,12.45
49645,Internal Medicine,72401-4344,10.76
49646,Internal Medicine,72401-6155,14.58
49647,Internal Medicine,72401-7213,44.51
49648,Internal Medicine,72401-8413,49.905
49649,Internal Medicine,72403-1960,10.2
49650,Internal Medicine,72404,10.11
49651,Internal Medicine,72404-9346,8.65
49652,Internal Medicine,72450,13.12
49653,Internal Medicine,72450-8894,12.65
49654,Internal Medicine,72454,21.14
49655,Internal Medicine,72472,11.55
49656,Internal Medicine,72476,11.43
49657,Internal Medicine,72501,13.065
49658,Internal Medicine,72501-7317,14.33
49659,Internal Medicine,72501-8820,12.13
49660,Internal Medicine,72513,14.84
49661,Internal Medicine,72521,19.82
49662,Internal Medicine,72529,15.94
49663,Internal Medicine,72529-7314,41.525
49664,Internal Medicine,72601,22.58
49665,Internal Medicine,72601-2912,19.8
49666,Internal Medicine,72638,97.07
49667,Internal Medicine,72653,12.35
49668,Internal Medicine,72653-2910,12.05
49669,Internal Medicine,72653-2918,17.05
49670,Internal Medicine,72653-2953,14.45
49671,Internal Medicine,72653-3409,17.82
49672,Internal Medicine,72653-5186,19.11
49673,Internal Medicine,72701,11.07
49674,Internal Medicine,72702,10.995
49675,Internal Medicine,72702-1523,14.62
49676,Internal Medicine,72703,12.09
49677,Internal Medicine,72703-1944,19.2
49678,Internal Medicine,72703-3901,11.97
49679,Internal Medicine,72703-4005,15.935
49680,Internal Medicine,72703-4007,14.775
49681,Internal Medicine,72703-4057,14.1
49682,Internal Medicine,72703-4095,13.255
49683,Internal Medicine,72703-4424,99.99
49684,Internal Medicine,72712,11.79
49685,Internal Medicine,72712-3748,17.49
49686,Internal Medicine,72712-4270,15.57
49687,Internal Medicine,72712-4978,22.5
49688,Internal Medicine,72712-7857,19.82
49689,Internal Medicine,72712-8093,30.0
49690,Internal Medicine,72714,11.55
49691,Internal Medicine,72714-1847,14.205
49692,Internal Medicine,72714-3000,11.42
49693,Internal Medicine,72719-9705,14.85
49694,Internal Medicine,72740,94.3
49695,Internal Medicine,72756-4204,20.56
49696,Internal Medicine,72758,13.0
49697,Internal Medicine,72758-1452,19.96
49698,Internal Medicine,72758-8104,21.87
49699,Internal Medicine,72761,12.54
49700,Internal Medicine,72761-4343,14.1
49701,Internal Medicine,72762,11.67
49702,Internal Medicine,72764,18.1
49703,Internal Medicine,72764-6942,12.35
49704,Internal Medicine,72801,13.11
49705,Internal Medicine,72801-3363,18.57
49706,Internal Medicine,72802,10.21
49707,Internal Medicine,72834-3713,14.13
49708,Internal Medicine,72901,12.115
49709,Internal Medicine,72901-3914,17.61
49710,Internal Medicine,72901-4738,13.12
49711,Internal Medicine,72901-4921,17.78
49712,Internal Medicine,72901-5136,11.155
49713,Internal Medicine,72901-5182,14.14
49714,Internal Medicine,72901-7660,11.74
49715,Internal Medicine,72901-7961,15.0
49716,Internal Medicine,72902,12.43
49717,Internal Medicine,72903,11.82
49718,Internal Medicine,72903-2574,10.59
49719,Internal Medicine,72903-4067,13.01
49720,Internal Medicine,72903-4073,79.99
49721,Internal Medicine,72903-4100,12.12
49722,Internal Medicine,72903-4278,15.77
49723,Internal Medicine,72908,11.69
49724,Internal Medicine,72913,11.92
49725,Internal Medicine,72913-3528,10.77
49726,Internal Medicine,72916,22.42
49727,Internal Medicine,72921,14.78
49728,Internal Medicine,72921-7382,11.125
49729,Internal Medicine,72941,11.88
49730,Internal Medicine,72956,13.64
49731,Internal Medicine,72958,24.64
49732,Internal Medicine,73003,13.09
49733,Internal Medicine,73003-3233,11.95
49734,Internal Medicine,73003-3638,13.4
49735,Internal Medicine,73003-5006,13.53
49736,Internal Medicine,73008,11.105
49737,Internal Medicine,73008-4921,13.9
49738,Internal Medicine,73008-4942,24.855
49739,Internal Medicine,73012,13.445
49740,Internal Medicine,73012-4173,18.57
49741,Internal Medicine,73013,11.6
49742,Internal Medicine,73013-3022,13.93
49743,Internal Medicine,73013-5213,70.88
49744,Internal Medicine,73013-7105,42.99
49745,Internal Medicine,73018,11.16
49746,Internal Medicine,73018-2736,11.75
49747,Internal Medicine,73018-2738,11.785
49748,Internal Medicine,73020,16.92
49749,Internal Medicine,73023-1069,18.07
49750,Internal Medicine,73024,16.99
49751,Internal Medicine,73028,11.09
49752,Internal Medicine,73034,11.09
49753,Internal Medicine,73034-6305,82.67
49754,Internal Medicine,73034-6309,15.76
49755,Internal Medicine,73034-6330,11.32
49756,Internal Medicine,73034-6387,20.85
49757,Internal Medicine,73034-6453,10.94
49758,Internal Medicine,73034-8864,12.83
49759,Internal Medicine,73036,14.515
49760,Internal Medicine,73044,14.13
49761,Internal Medicine,73044-8727,11.63
49762,Internal Medicine,73064-7201,17.58
49763,Internal Medicine,73068,14.85
49764,Internal Medicine,73069,11.68
49765,Internal Medicine,73069-4159,19.4
49766,Internal Medicine,73070,12.24
49767,Internal Medicine,73070-1330,12.87
49768,Internal Medicine,73071,12.25
49769,Internal Medicine,73071-5305,15.0
49770,Internal Medicine,73071-6400,14.79
49771,Internal Medicine,73071-6404,18.31
49772,Internal Medicine,73071-6424,15.46
49773,Internal Medicine,73071-6425,15.97
49774,Internal Medicine,73071-6649,12.015
49775,Internal Medicine,73071-6681,14.46
49776,Internal Medicine,73071-6697,13.58
49777,Internal Medicine,73072,14.53
49778,Internal Medicine,73072-1810,15.51
49779,Internal Medicine,73075,96.91
49780,Internal Medicine,73086,19.47
49781,Internal Medicine,73086-4459,10.84
49782,Internal Medicine,73095,11.24
49783,Internal Medicine,73099,12.225
49784,Internal Medicine,73101,15.34
49785,Internal Medicine,73102,13.91
49786,Internal Medicine,73102-1036,20.01
49787,Internal Medicine,73102-1058,12.27
49788,Internal Medicine,73102-1068,13.625
49789,Internal Medicine,73102-1205,11.205
49790,Internal Medicine,73104,18.77
49791,Internal Medicine,73104-3252,121.58
49792,Internal Medicine,73104-5001,17.85
49793,Internal Medicine,73104-5004,13.915
49794,Internal Medicine,73104-5007,129.45
49795,Internal Medicine,73104-5020,14.82
49796,Internal Medicine,73104-5021,11.08
49797,Internal Medicine,73104-5033,20.275
49798,Internal Medicine,73104-5036,20.14
49799,Internal Medicine,73104-5047,240.035
49800,Internal Medicine,73104-5051,14.72
49801,Internal Medicine,73104-5099,61.99
49802,Internal Medicine,73104-5417,165.165
49803,Internal Medicine,73104-5418,89.22
49804,Internal Medicine,73105,11.295
49805,Internal Medicine,73105-1705,19.66
49806,Internal Medicine,73106,13.85
49807,Internal Medicine,73106-6843,69.0
49808,Internal Medicine,73108,86.49
49809,Internal Medicine,73109,12.05
49810,Internal Medicine,73109-3410,12.41
49811,Internal Medicine,73109-3413,17.1
49812,Internal Medicine,73109-3447,108.02
49813,Internal Medicine,73110,13.98
49814,Internal Medicine,73110-4201,5.52
49815,Internal Medicine,73110-7530,15.335
49816,Internal Medicine,73110-7572,16.69
49817,Internal Medicine,73112,12.81
49818,Internal Medicine,73112-1678,15.24
49819,Internal Medicine,73112-2082,14.53
49820,Internal Medicine,73112-2089,14.18
49821,Internal Medicine,73112-2096,16.335
49822,Internal Medicine,73112-4137,21.5
49823,Internal Medicine,73112-4418,14.06
49824,Internal Medicine,73112-4430,11.55
49825,Internal Medicine,73112-4445,11.83
49826,Internal Medicine,73112-4452,11.7
49827,Internal Medicine,73112-4455,13.95
49828,Internal Medicine,73112-4462,11.69
49829,Internal Medicine,73112-4479,15.07
49830,Internal Medicine,73112-4493,16.935
49831,Internal Medicine,73112-4538,10.05
49832,Internal Medicine,73112-5556,17.12
49833,Internal Medicine,73112-7915,91.47
49834,Internal Medicine,73112-8047,12.2
49835,Internal Medicine,73114,12.05
49836,Internal Medicine,73117-1039,12.29
49837,Internal Medicine,73118,17.03
49838,Internal Medicine,73118-2422,19.545
49839,Internal Medicine,73119,10.095
49840,Internal Medicine,73120,14.57
49841,Internal Medicine,73120-4417,19.91
49842,Internal Medicine,73120-8304,14.79
49843,Internal Medicine,73120-8356,63.615
49844,Internal Medicine,73120-8366,49.475
49845,Internal Medicine,73120-8380,10.64
49846,Internal Medicine,73120-8382,58.2
49847,Internal Medicine,73120-9309,11.2
49848,Internal Medicine,73120-9350,87.43
49849,Internal Medicine,73126,18.48
49850,Internal Medicine,73126-0901,9.09
49851,Internal Medicine,73126-8919,11.65
49852,Internal Medicine,73126-8947,2.88
49853,Internal Medicine,73130,13.63
49854,Internal Medicine,73130-3605,21.98
49855,Internal Medicine,73130-5251,52.195
49856,Internal Medicine,73131,11.58
49857,Internal Medicine,73131-1253,12.75
49858,Internal Medicine,73134,16.16
49859,Internal Medicine,73134-8700,19.53
49860,Internal Medicine,73139,18.29
49861,Internal Medicine,73139-9476,11.28
49862,Internal Medicine,73142,14.79
49863,Internal Medicine,73142-2004,12.9
49864,Internal Medicine,73142-2015,14.0
49865,Internal Medicine,73150-1014,69.0
49866,Internal Medicine,73160,15.75
49867,Internal Medicine,73160-3653,106.41
49868,Internal Medicine,73162,13.48
49869,Internal Medicine,73162-6006,14.33
49870,Internal Medicine,73170,17.445
49871,Internal Medicine,73170-2605,17.15
49872,Internal Medicine,73189-1977,14.415
49873,Internal Medicine,73190,44.19
49874,Internal Medicine,73190-0001,28.27
49875,Internal Medicine,73401,15.735
49876,Internal Medicine,73401-1466,2.88
49877,Internal Medicine,73401-1810,13.53
49878,Internal Medicine,73401-1812,16.13
49879,Internal Medicine,73401-1815,14.32
49880,Internal Medicine,73401-1837,18.0
49881,Internal Medicine,73446,64.98
49882,Internal Medicine,73460-3214,18.19
49883,Internal Medicine,73501,14.285
49884,Internal Medicine,73502,2.88
49885,Internal Medicine,73503,13.5
49886,Internal Medicine,73505,14.675
49887,Internal Medicine,73505-6100,13.37
49888,Internal Medicine,73505-6350,15.58
49889,Internal Medicine,73505-8300,10.8
49890,Internal Medicine,73505-8343,14.55
49891,Internal Medicine,73505-9012,69.0
49892,Internal Medicine,73505-9663,12.14
49893,Internal Medicine,73505-9678,15.085
49894,Internal Medicine,73507,10.87
49895,Internal Medicine,73507-3002,15.43
49896,Internal Medicine,73521,11.56
49897,Internal Medicine,73521-5733,10.35
49898,Internal Medicine,73644-2262,89.99
49899,Internal Medicine,73701,12.5
49900,Internal Medicine,73701-5800,25.05
49901,Internal Medicine,73701-5825,19.28
49902,Internal Medicine,73702-5038,2.88
49903,Internal Medicine,73703,111.16
49904,Internal Medicine,73750,21.07
49905,Internal Medicine,73750-5002,16.25
49906,Internal Medicine,73801,16.32
49907,Internal Medicine,73942,39.29
49908,Internal Medicine,74003,14.39
49909,Internal Medicine,74003-6228,13.23
49910,Internal Medicine,74006,12.92
49911,Internal Medicine,74006-2300,11.6
49912,Internal Medicine,74011-1388,14.87
49913,Internal Medicine,74012,13.645
49914,Internal Medicine,74012-4906,12.99
49915,Internal Medicine,74012-7877,16.01
49916,Internal Medicine,74014,15.405
49917,Internal Medicine,74015,126.47
