,speciality,f_zip_code,median_payment
20536,Neurological Surgery,33060,13.4
20537,Neurological Surgery,33064,94.9
20538,Neurological Surgery,33071,29.575
20539,Neurological Surgery,33125,115.79
20540,Neurological Surgery,33130,53.4
20541,Neurological Surgery,33133,32.04
20542,Neurological Surgery,33134,18.8
20543,Neurological Surgery,33136,28.85
20544,Neurological Surgery,33140,41.41
20545,Neurological Surgery,33143,23.7
20546,Neurological Surgery,33146,122.95
20547,Neurological Surgery,33155,61.65
20548,Neurological Surgery,33165,21.775
20549,Neurological Surgery,33169,15.73
20550,Neurological Surgery,33172,66.89
20551,Neurological Surgery,33173,20.52
20552,Neurological Surgery,33175,32.26
20553,Neurological Surgery,33176,24.0
20554,Neurological Surgery,33180,146.15
20555,Neurological Surgery,33255,95.61
20556,Neurological Surgery,33308,48.395
20557,Neurological Surgery,33316,34.175
20558,Neurological Surgery,33321,38.885
20559,Neurological Surgery,33324,32.26
20560,Neurological Surgery,33331,46.0
20561,Neurological Surgery,33334,35.0
20562,Neurological Surgery,33407,72.57
20563,Neurological Surgery,33409,22.57
20564,Neurological Surgery,33410,117.79
20565,Neurological Surgery,33411,21.81
20566,Neurological Surgery,33414,39.85
20567,Neurological Surgery,33431,40.41
20568,Neurological Surgery,33434,28.43
20569,Neurological Surgery,33435,18.27
20570,Neurological Surgery,33449,19.96
20571,Neurological Surgery,33458,21.0
20572,Neurological Surgery,33461,24.24
20573,Neurological Surgery,33462,86.205
20574,Neurological Surgery,33470,23.285
20575,Neurological Surgery,33471,27.59
20576,Neurological Surgery,33486,15.24
20577,Neurological Surgery,33487,15.37
20578,Neurological Surgery,33511,21.15
20579,Neurological Surgery,33542,105.39
20580,Neurological Surgery,33603,35.29
20581,Neurological Surgery,33606,20.0
20582,Neurological Surgery,33607,74.985
20583,Neurological Surgery,33609,12.385
20584,Neurological Surgery,33612,66.9
20585,Neurological Surgery,33613,20.325
20586,Neurological Surgery,33614,51.3
20587,Neurological Surgery,33629,400.0
20588,Neurological Surgery,33634,15.18
20589,Neurological Surgery,33701,17.11
20590,Neurological Surgery,33703,42.24
20591,Neurological Surgery,33705,11.69
20592,Neurological Surgery,33706,60.155
20593,Neurological Surgery,33756,20.11
20594,Neurological Surgery,33765,26.3
20595,Neurological Surgery,33774,41.23
20596,Neurological Surgery,33781,80376.76
20597,Neurological Surgery,33803,57.165
20598,Neurological Surgery,33805,17.8
20599,Neurological Surgery,33880,10.21
20600,Neurological Surgery,33901,60.86
20601,Neurological Surgery,33907,13.53
20602,Neurological Surgery,33908,24.16
20603,Neurological Surgery,33909,12.775
20604,Neurological Surgery,33914,13.785
20605,Neurological Surgery,33919,39.47
20606,Neurological Surgery,33950,15.34
20607,Neurological Surgery,33952,19.41
20608,Neurological Surgery,33952.0,13.85
20609,Neurological Surgery,34102,26.13
20610,Neurological Surgery,34103,104.13
20611,Neurological Surgery,34119,17.67
20612,Neurological Surgery,34205,50.11
20613,Neurological Surgery,34210,24.76
20614,Neurological Surgery,34232,174.99
20615,Neurological Surgery,34233,98.85
20616,Neurological Surgery,34239,38.35
20617,Neurological Surgery,34471,22.15
20618,Neurological Surgery,34474,18.98
20619,Neurological Surgery,34667,20.245
20620,Neurological Surgery,34677,20.56
20621,Neurological Surgery,34691,14.125
20622,Neurological Surgery,34741,12.84
20623,Neurological Surgery,34748,35.0
20624,Neurological Surgery,34761,113.615
20625,Neurological Surgery,34950,22.22
20626,Neurological Surgery,34984,50.81
20627,Neurological Surgery,34994,11.95
20628,Neurological Surgery,34995,35.625
20629,Neurological Surgery,35007,25.2
20630,Neurological Surgery,35010,29.26
20631,Neurological Surgery,35056,15.995
20632,Neurological Surgery,35058,66.68
20633,Neurological Surgery,35126,23.35
20634,Neurological Surgery,35150,21.31
20635,Neurological Surgery,35160,20.115
20636,Neurological Surgery,35205,16.5
20637,Neurological Surgery,35209,16.5
20638,Neurological Surgery,35210,11.36
20639,Neurological Surgery,35211,12.78
20640,Neurological Surgery,35213,28.18
20641,Neurological Surgery,35223,91.95
20642,Neurological Surgery,35226,22.71
20643,Neurological Surgery,35233,29.2
20644,Neurological Surgery,35235,25.4
20645,Neurological Surgery,35242,140.61
20646,Neurological Surgery,35294,30.71
20647,Neurological Surgery,35401,28.12
20648,Neurological Surgery,35404,29.7
20649,Neurological Surgery,35406,29.7
20650,Neurological Surgery,35611,27.96
20651,Neurological Surgery,35630,13.73
20652,Neurological Surgery,35660,17.56
20653,Neurological Surgery,35801,27.96
20654,Neurological Surgery,35802,15.74
20655,Neurological Surgery,35805,27.96
20656,Neurological Surgery,35903,28.55
20657,Neurological Surgery,35951,28.08
20658,Neurological Surgery,35968,28.52
20659,Neurological Surgery,35976,25.64
20660,Neurological Surgery,36106,27.94
20661,Neurological Surgery,36111,26.2
20662,Neurological Surgery,36301,29.51
20663,Neurological Surgery,36305,27.08
20664,Neurological Surgery,36360,24.88
20665,Neurological Surgery,36532,15.06
20666,Neurological Surgery,36604,22.31
20667,Neurological Surgery,36605,2000.0
20668,Neurological Surgery,36606,22.31
20669,Neurological Surgery,36607,15.86
20670,Neurological Surgery,36608,71.23
20671,Neurological Surgery,36832,69466.31
20672,Neurological Surgery,37064,170.885
20673,Neurological Surgery,37067,12.47
20674,Neurological Surgery,37072,12.32
20675,Neurological Surgery,37075,1290.06
20676,Neurological Surgery,37076,19.1
20677,Neurological Surgery,37087,15.585
20678,Neurological Surgery,37172,12.19
20679,Neurological Surgery,37203,32.43
20680,Neurological Surgery,37204,10.26
20681,Neurological Surgery,37205,53.57
20682,Neurological Surgery,37207,21.9
20683,Neurological Surgery,37211,12.435
20684,Neurological Surgery,37212,56.62
20685,Neurological Surgery,37232,101.19
20686,Neurological Surgery,37303,16.74
20687,Neurological Surgery,37305,25.65
20688,Neurological Surgery,37311,15.755
20689,Neurological Surgery,37323,13.19
20690,Neurological Surgery,37388,133.17
20691,Neurological Surgery,37398,12.13
20692,Neurological Surgery,37403,21.95
20693,Neurological Surgery,37404,15.99
20694,Neurological Surgery,37604,20.31
20695,Neurological Surgery,37620,16.1
20696,Neurological Surgery,37660,12.925
20697,Neurological Surgery,37701,17.365
20698,Neurological Surgery,37801,11.9
20699,Neurological Surgery,37804,20.525
20700,Neurological Surgery,37813,24.33
20701,Neurological Surgery,37830,28.71
20702,Neurological Surgery,37916,18.885
20703,Neurological Surgery,37919,24.27
20704,Neurological Surgery,37920,20.5
20705,Neurological Surgery,37922,18.71
20706,Neurological Surgery,37923,29.0
20707,Neurological Surgery,37932,12.46
20708,Neurological Surgery,37934,88.73
20709,Neurological Surgery,38018,19.46
20710,Neurological Surgery,38104,26.045
20711,Neurological Surgery,38112,22.76
20712,Neurological Surgery,38116,10.15
20713,Neurological Surgery,38119,7.655
20714,Neurological Surgery,38120,57.975
20715,Neurological Surgery,38128,15.77
20716,Neurological Surgery,38133,14.65
20717,Neurological Surgery,38134,12.42
20718,Neurological Surgery,38138,80376.76
20719,Neurological Surgery,38163,13.11
20720,Neurological Surgery,38301,12.36
20721,Neurological Surgery,38401,104.96
20722,Neurological Surgery,38464,13.725
20723,Neurological Surgery,38606,20.61
20724,Neurological Surgery,38655,12.43
20725,Neurological Surgery,38671,43.13
20726,Neurological Surgery,38801,16.74
20727,Neurological Surgery,38930,59.06
20728,Neurological Surgery,39110,18.63
20729,Neurological Surgery,39202,19.98
20730,Neurological Surgery,39204,16.24
20731,Neurological Surgery,39216,25.0
20732,Neurological Surgery,39225,117.32
20733,Neurological Surgery,39232,18.11
20734,Neurological Surgery,39401,17.47
20735,Neurological Surgery,39440,14.63
20736,Neurological Surgery,39501,25.72
20737,Neurological Surgery,39507,15.94
20738,Neurological Surgery,39530,18.92
20739,Neurological Surgery,39531,41.41
20740,Neurological Surgery,39564,24.04
20741,Neurological Surgery,39567,15.69
20742,Neurological Surgery,39581,13.68
20743,Neurological Surgery,39705,25.535
20744,Neurological Surgery,40202,16.06
20745,Neurological Surgery,40205,20.16
20746,Neurological Surgery,40207,10.55
20747,Neurological Surgery,40215,15.21
20748,Neurological Surgery,40217,15.01
20749,Neurological Surgery,40220,17.18
20750,Neurological Surgery,40223,7.83
20751,Neurological Surgery,40229,16.79
20752,Neurological Surgery,40241,10.55
20753,Neurological Surgery,40295,17.73
20754,Neurological Surgery,40391,22.57
20755,Neurological Surgery,40475,29.27
20756,Neurological Surgery,40503,79.65
20757,Neurological Surgery,40504,22.2
20758,Neurological Surgery,40509,21.065
20759,Neurological Surgery,40513,27.44
20760,Neurological Surgery,40517,2.88
20761,Neurological Surgery,40536,122.15
20762,Neurological Surgery,4074,31.08
20763,Neurological Surgery,40831,50.62
20764,Neurological Surgery,41017,21.725
20765,Neurological Surgery,41101,24.15
20766,Neurological Surgery,41105,31.885
20767,Neurological Surgery,41169,10.97
20768,Neurological Surgery,41501,21.64
20769,Neurological Surgery,42002,18.62
20770,Neurological Surgery,42003,20.495
20771,Neurological Surgery,42071,13.11
20772,Neurological Surgery,42101,14.77
20773,Neurological Surgery,42101.0,16.03
20774,Neurological Surgery,42103,10.26
20775,Neurological Surgery,42104,14535.3
20776,Neurological Surgery,42301,10.555
20777,Neurological Surgery,42303,15.25
20778,Neurological Surgery,4240,90.85
20779,Neurological Surgery,42420,10.26
20780,Neurological Surgery,42431,11.02
20781,Neurological Surgery,42503,7.345
20782,Neurological Surgery,43016,55.6
20783,Neurological Surgery,43017,76.9
20784,Neurological Surgery,43065,35.455
20785,Neurological Surgery,43081,72.96
20786,Neurological Surgery,43082,21.57
20787,Neurological Surgery,43110,10.66
20788,Neurological Surgery,43123,27.9
20789,Neurological Surgery,43135,19.52
20790,Neurological Surgery,43201,105.4
20791,Neurological Surgery,43202,122.4
20792,Neurological Surgery,43203,105.4
20793,Neurological Surgery,43205,84.34
20794,Neurological Surgery,43210,92.11
20795,Neurological Surgery,43212,65.97
20796,Neurological Surgery,43214,53.5
20797,Neurological Surgery,43215,21.56
20798,Neurological Surgery,43221,22.22
20799,Neurological Surgery,43222,121.39
20800,Neurological Surgery,43228,18.99
20801,Neurological Surgery,43240,14.145
20802,Neurological Surgery,43302,7.46
20803,Neurological Surgery,43402,19.92
20804,Neurological Surgery,43506,9.49
20805,Neurological Surgery,43608,18.68
20806,Neurological Surgery,43614,29.99
20807,Neurological Surgery,43623,19.235
20808,Neurological Surgery,43701,12.08
20809,Neurological Surgery,44022,28.405
20810,Neurological Surgery,44035,23.59
20811,Neurological Surgery,44040,131.34
20812,Neurological Surgery,44053,57.49
20813,Neurological Surgery,44060,12.425
20814,Neurological Surgery,44094,10.66
20815,Neurological Surgery,44103,37.77
20816,Neurological Surgery,44106,57.04
20817,Neurological Surgery,44109,26.35
20818,Neurological Surgery,44113,15.34
20819,Neurological Surgery,44117,28.5
20820,Neurological Surgery,44118,60.905
20821,Neurological Surgery,44122,28.195
20822,Neurological Surgery,44129,85.08
20823,Neurological Surgery,44130,26.35
20824,Neurological Surgery,44131,96.885
20825,Neurological Surgery,44135,12.17
20826,Neurological Surgery,44136,12.58
20827,Neurological Surgery,44141,15.24
20828,Neurological Surgery,44145,24.9
20829,Neurological Surgery,44147,85.46
20830,Neurological Surgery,44193,17.0
20831,Neurological Surgery,44194,35.22
20832,Neurological Surgery,44195,61.0
20833,Neurological Surgery,44236,11.145
20834,Neurological Surgery,44256,11.6
20835,Neurological Surgery,44308,52.285
20836,Neurological Surgery,44320,13.22
20837,Neurological Surgery,44333,16.28
20838,Neurological Surgery,44410,91.17
20839,Neurological Surgery,44410.0,46.48
20840,Neurological Surgery,44460,14.69
20841,Neurological Surgery,44483,10.26
20842,Neurological Surgery,44484,10.26
20843,Neurological Surgery,44504,34.05
20844,Neurological Surgery,44510,12.14
20845,Neurological Surgery,44512,23.78
20846,Neurological Surgery,44685,11.315
20847,Neurological Surgery,44708,48.13
20848,Neurological Surgery,44718,21.15
20849,Neurological Surgery,44811,25.0
20850,Neurological Surgery,44870,15.39
20851,Neurological Surgery,45014,13.93
20852,Neurological Surgery,45219,23.35
20853,Neurological Surgery,45220,120.2
20854,Neurological Surgery,45229,84.87
20855,Neurological Surgery,45236,17.51
20856,Neurological Surgery,45242,24.55
20857,Neurological Surgery,45248,12.2
20858,Neurological Surgery,45271,34.71
20859,Neurological Surgery,45405,32.04
20860,Neurological Surgery,45406,21.49
20861,Neurological Surgery,45408,15.52
20862,Neurological Surgery,45409,16.15
20863,Neurological Surgery,45415,48.05
20864,Neurological Surgery,45417,18.935
20865,Neurological Surgery,45429,27.45
20866,Neurological Surgery,45433,35.0
20867,Neurological Surgery,45459,21.0
20868,Neurological Surgery,45601,18.0
20869,Neurological Surgery,45662,21.15
20870,Neurological Surgery,45750,15.31
20871,Neurological Surgery,45801,14.24
20872,Neurological Surgery,45840,16.93
20873,Neurological Surgery,46011,16.69
20874,Neurological Surgery,46013,42.7
20875,Neurological Surgery,46032,16.365
20876,Neurological Surgery,46123,13.74
20877,Neurological Surgery,46131,26.785
20878,Neurological Surgery,46143,13.36
20879,Neurological Surgery,46168,12.52
20880,Neurological Surgery,46202,29.01
20881,Neurological Surgery,46206,13.32
20882,Neurological Surgery,46219,19.28
20883,Neurological Surgery,46227,35.75
20884,Neurological Surgery,46237,15.19
20885,Neurological Surgery,46250,15.1
20886,Neurological Surgery,46256,18.48
20887,Neurological Surgery,46260,20.61
20888,Neurological Surgery,46266,41.67
20889,Neurological Surgery,46304,86.04
20890,Neurological Surgery,46307,25.04
20891,Neurological Surgery,46321,15.04
20892,Neurological Surgery,46342,28.425
20893,Neurological Surgery,46383,19.3
20894,Neurological Surgery,46410,11.56
20895,Neurological Surgery,46514,20.76
20896,Neurological Surgery,46526,13.68
20897,Neurological Surgery,46545,20.645
20898,Neurological Surgery,46601,15.83
20899,Neurological Surgery,46615,12.85
20900,Neurological Surgery,46714,70.41
20901,Neurological Surgery,46804,19.32
20902,Neurological Surgery,46814,52.82
20903,Neurological Surgery,46845,17.1
20904,Neurological Surgery,46902,13.41
20905,Neurological Surgery,46970,15.22
20906,Neurological Surgery,47129,21.11
20907,Neurological Surgery,47130,12.685
20908,Neurological Surgery,47150,28.42
20909,Neurological Surgery,47201,11.66
20910,Neurological Surgery,47203,20.82
20911,Neurological Surgery,47203.0,32.0
20912,Neurological Surgery,47303,17.22
20913,Neurological Surgery,47308,6.135
20914,Neurological Surgery,47330,10.62
20915,Neurological Surgery,47374,10.645
20916,Neurological Surgery,47546,10.64
20917,Neurological Surgery,47591,14.86
20918,Neurological Surgery,47710,12.545
20919,Neurological Surgery,47714,11.38
20920,Neurological Surgery,47804,17.13
20921,Neurological Surgery,47807,16.16
20922,Neurological Surgery,47903,20.51
20923,Neurological Surgery,47905,19.34
20924,Neurological Surgery,48009,17.94
20925,Neurological Surgery,48017,20.76
20926,Neurological Surgery,48025,24.2
20927,Neurological Surgery,48034,13.17
20928,Neurological Surgery,48038,23.87
20929,Neurological Surgery,48043,13.975
20930,Neurological Surgery,48047,13.14
20931,Neurological Surgery,48054,16.92
20932,Neurological Surgery,48059,10.26
20933,Neurological Surgery,48060,16.05
20934,Neurological Surgery,48066,18.47
20935,Neurological Surgery,48067,79.4
20936,Neurological Surgery,48069,30.0
20937,Neurological Surgery,48070,10.26
20938,Neurological Surgery,48071,12.67
20939,Neurological Surgery,48073,37.49
20940,Neurological Surgery,48075,28.37
20941,Neurological Surgery,48080,24.525
20942,Neurological Surgery,48081,1760.63
20943,Neurological Surgery,48083,18.59
20944,Neurological Surgery,48084,70.035
20945,Neurological Surgery,48085,20.76
20946,Neurological Surgery,48093,10.26
20947,Neurological Surgery,48106,12.9
20948,Neurological Surgery,48109,88.065
20949,Neurological Surgery,48114,21.47
20950,Neurological Surgery,48124,12.83
20951,Neurological Surgery,48126,11.69
20952,Neurological Surgery,48128,19.37
20953,Neurological Surgery,48135,24.86
20954,Neurological Surgery,48154,16.0
20955,Neurological Surgery,48180,27.51
20956,Neurological Surgery,48183,10.26
20957,Neurological Surgery,48184,23.045
20958,Neurological Surgery,48187,44.03
20959,Neurological Surgery,48192,19.545
20960,Neurological Surgery,48197,24.79
20961,Neurological Surgery,48201,56.08
20962,Neurological Surgery,48202,87.06
20963,Neurological Surgery,48226,114.61
20964,Neurological Surgery,48236,60.0
20965,Neurological Surgery,48239,86.64
20966,Neurological Surgery,48244,36.28
20967,Neurological Surgery,48302,500.0
20968,Neurological Surgery,48306,10.26
20969,Neurological Surgery,48307,14.625
20970,Neurological Surgery,48314,23.72
20971,Neurological Surgery,48315,15.095
20972,Neurological Surgery,48322,22.11
20973,Neurological Surgery,48327,59.72
20974,Neurological Surgery,48334,17.44
20975,Neurological Surgery,48341,45.08
20976,Neurological Surgery,48346,74.225
20977,Neurological Surgery,48375,114.88
20978,Neurological Surgery,48377,40.33
20979,Neurological Surgery,48382,19.05
20980,Neurological Surgery,48390,110.17
20981,Neurological Surgery,48439,17.735
20982,Neurological Surgery,48446,20.14
20983,Neurological Surgery,48503,17.52
20984,Neurological Surgery,48507,79.4
20985,Neurological Surgery,48532,15.25
20986,Neurological Surgery,48602,10.11
20987,Neurological Surgery,48603,29.27
20988,Neurological Surgery,48604,19.635
20989,Neurological Surgery,48609,10.26
20990,Neurological Surgery,48640,11.25
20991,Neurological Surgery,48706,13.83
20992,Neurological Surgery,48708,12.03
20993,Neurological Surgery,48732,13.68
20994,Neurological Surgery,48823,8.12
20995,Neurological Surgery,48824,10.26
20996,Neurological Surgery,48858,14.58
20997,Neurological Surgery,48867,10.26
20998,Neurological Surgery,48910,500.0
20999,Neurological Surgery,49007,37.72
21000,Neurological Surgery,49017,20.53
21001,Neurological Surgery,49024,17.44
21002,Neurological Surgery,49048,21.67
21003,Neurological Surgery,49085,52.305
21004,Neurological Surgery,49201,51.99
21005,Neurological Surgery,49221,10.26
21006,Neurological Surgery,49242,18.81
21007,Neurological Surgery,49424,27.815
21008,Neurological Surgery,49442,14.905
21009,Neurological Surgery,49443,39.56
21010,Neurological Surgery,49444,13.805
21011,Neurological Surgery,49503,40.175
21012,Neurological Surgery,49505,41.185
21013,Neurological Surgery,49519,18.23
21014,Neurological Surgery,49546,11.145
21015,Neurological Surgery,49684,266.99
21016,Neurological Surgery,49770,63.81
21017,Neurological Surgery,49801,12.81
21018,Neurological Surgery,49855,34.0
21019,Neurological Surgery,49903,37.13
21020,Neurological Surgery,50010,37.21
21021,Neurological Surgery,50309,121.285
21022,Neurological Surgery,50314,37.13
21023,Neurological Surgery,50401,25.33
21024,Neurological Surgery,50701,14.53
21025,Neurological Surgery,50702,28.67
21026,Neurological Surgery,52241,20.07
21027,Neurological Surgery,52242,23.77
21028,Neurological Surgery,52401,33.46
21029,Neurological Surgery,52402,19.18
21030,Neurological Surgery,52403,20.67
21031,Neurological Surgery,52501,14.88
21032,Neurological Surgery,52804,57.19
21033,Neurological Surgery,53005,14.95
21034,Neurological Surgery,53027,16.345
21035,Neurological Surgery,53045,17.72
21036,Neurological Surgery,53051,21.0
21037,Neurological Surgery,53097,11.33
21038,Neurological Surgery,53129,63.75
21039,Neurological Surgery,53144,11.915
21040,Neurological Surgery,53154,24.32
21041,Neurological Surgery,53186,25.18
21042,Neurological Surgery,53188,31.65
21043,Neurological Surgery,53188.0,12.47
21044,Neurological Surgery,53209,10.71
21045,Neurological Surgery,53211,36.595
21046,Neurological Surgery,53215,23.36
21047,Neurological Surgery,53217,56.81
21048,Neurological Surgery,53224,10.79
21049,Neurological Surgery,53226,25.63
21050,Neurological Surgery,53233,16.925
21051,Neurological Surgery,53405,16.79
21052,Neurological Surgery,53538,17.44
21053,Neurological Surgery,53548,45.64
21054,Neurological Surgery,53715,73.79
21055,Neurological Surgery,53792,114.08
21056,Neurological Surgery,54308,7.28
21057,Neurological Surgery,54401,12.62
21058,Neurological Surgery,54449,163.6
21059,Neurological Surgery,54601,26.47
21060,Neurological Surgery,54703,90.81
21061,Neurological Surgery,54720,63.92
21062,Neurological Surgery,54904,28.735
21063,Neurological Surgery,54956,22.53
21064,Neurological Surgery,55082,19.4
21065,Neurological Surgery,55101,39.975
21066,Neurological Surgery,55102,104.45
21067,Neurological Surgery,55105,99.0
21068,Neurological Surgery,55109,22.645
21069,Neurological Surgery,55130,111.36
21070,Neurological Surgery,55337,11.27
21071,Neurological Surgery,55407,271.64
21072,Neurological Surgery,55419,108.255
21073,Neurological Surgery,55422,14.44
21074,Neurological Surgery,55433,16.25
21075,Neurological Surgery,55435,12.185
21076,Neurological Surgery,55441,108.06
21077,Neurological Surgery,55455,59.0
21078,Neurological Surgery,55805,27.73
21079,Neurological Surgery,55905,79.505
21080,Neurological Surgery,56001,74.4
21081,Neurological Surgery,56002,10.44
21082,Neurological Surgery,56007,44.81
21083,Neurological Surgery,56303,23.855
21084,Neurological Surgery,56308,45.925
21085,Neurological Surgery,56377,40.29
21086,Neurological Surgery,57049,99.0
21087,Neurological Surgery,57104,23.835
21088,Neurological Surgery,57105,19.99
21089,Neurological Surgery,57501,33.26
21090,Neurological Surgery,57701,14.22
21091,Neurological Surgery,58103,44.43
21092,Neurological Surgery,58108,33.74
21093,Neurological Surgery,58122,11.46
21094,Neurological Surgery,58501,14.775
21095,Neurological Surgery,58503,13.01
21096,Neurological Surgery,58506,31.25
21097,Neurological Surgery,58701,11.75
21098,Neurological Surgery,59101,33.74
21099,Neurological Surgery,59102,505.085
21100,Neurological Surgery,59405,26.375
21101,Neurological Surgery,59711,16.605
21102,Neurological Surgery,59802,20.14
21103,Neurological Surgery,59804,48.26
21104,Neurological Surgery,59840,100.8
21105,Neurological Surgery,59901,28.34
21106,Neurological Surgery,60004,14.0
21107,Neurological Surgery,60005,6.77
21108,Neurological Surgery,60007,14.87
21109,Neurological Surgery,60014,15.165
21110,Neurological Surgery,60016,20.11
21111,Neurological Surgery,60026,74.675
21112,Neurological Surgery,60040,24.29
21113,Neurological Surgery,60048,21.165
21114,Neurological Surgery,60062,55.0
21115,Neurological Surgery,60068,41.26
21116,Neurological Surgery,60076,126.61
21117,Neurological Surgery,60091,12.68
21118,Neurological Surgery,60093,90.125
21119,Neurological Surgery,60120,20.26
21120,Neurological Surgery,60123,13.45
21121,Neurological Surgery,60126,24.07
21122,Neurological Surgery,60141,122.41
21123,Neurological Surgery,60148,21.745
21124,Neurological Surgery,60153,87.405
21125,Neurological Surgery,60154,20.51
21126,Neurological Surgery,60177,14.05
21127,Neurological Surgery,60181,13.275
21128,Neurological Surgery,60189,14.73
21129,Neurological Surgery,60190,21.675
21130,Neurological Surgery,60195,13.68
21131,Neurological Surgery,60201,82.325
21132,Neurological Surgery,60302,13.79
21133,Neurological Surgery,60304,11.79
21134,Neurological Surgery,6032,122.68
21135,Neurological Surgery,60435,9.49
21136,Neurological Surgery,60451,23.86
21137,Neurological Surgery,60453,13.51
21138,Neurological Surgery,60463,13.68
21139,Neurological Surgery,60477,127.09
21140,Neurological Surgery,60504,18.89
21141,Neurological Surgery,60513,55.13
21142,Neurological Surgery,6052,14.575
21143,Neurological Surgery,60521,13.68
21144,Neurological Surgery,60527,99.59
21145,Neurological Surgery,60540,24.86
21146,Neurological Surgery,60542,13.75
21147,Neurological Surgery,60555,19.59
21148,Neurological Surgery,60563,14.2
21149,Neurological Surgery,60601,229.58
21150,Neurological Surgery,60603,9.455
21151,Neurological Surgery,60605,456.2
21152,Neurological Surgery,60608,47.57
21153,Neurological Surgery,60610,87.41
21154,Neurological Surgery,60611,37.13
21155,Neurological Surgery,60612,92.11
21156,Neurological Surgery,60614,33.86
21157,Neurological Surgery,60615,3178.16
21158,Neurological Surgery,60616,25.03
21159,Neurological Surgery,60625,46.57
21160,Neurological Surgery,60629,11.97
21161,Neurological Surgery,60631,30.215
21162,Neurological Surgery,60634,26.0
21163,Neurological Surgery,60637,59.03
21164,Neurological Surgery,60640,39.615
21165,Neurological Surgery,60646,22.4
21166,Neurological Surgery,60657,42.205
21167,Neurological Surgery,60673,13.73
21168,Neurological Surgery,60675,23.64
21169,Neurological Surgery,60714,19.9
21170,Neurological Surgery,60901,32.255
21171,Neurological Surgery,61104,14.65
21172,Neurological Surgery,61104.0,17.86
21173,Neurological Surgery,61107,14.0
21174,Neurological Surgery,61108,34.0
21175,Neurological Surgery,61110,20.0
21176,Neurological Surgery,61265,12.66
21177,Neurological Surgery,61266,7.46
21178,Neurological Surgery,61605,82.855
21179,Neurological Surgery,61606,15.575
21180,Neurological Surgery,61637,55.48
21181,Neurological Surgery,61701,83.24
21182,Neurological Surgery,61704,15.77
21183,Neurological Surgery,61761,52.43
21184,Neurological Surgery,61801,19.305
21185,Neurological Surgery,61820,11.29
21186,Neurological Surgery,61821,12.92
21187,Neurological Surgery,62002,17.385
21188,Neurological Surgery,62040,13.775
21189,Neurological Surgery,62220,25.2
21190,Neurological Surgery,62226,31.19
21191,Neurological Surgery,62301,13.75
21192,Neurological Surgery,62702,18.99
21193,Neurological Surgery,62901,21.195
21194,Neurological Surgery,62901.0,127.73
21195,Neurological Surgery,62948,131.605
21196,Neurological Surgery,63017,22.16
21197,Neurological Surgery,63026,70.285
21198,Neurological Surgery,63028,8.26
21199,Neurological Surgery,63044,20.91
21200,Neurological Surgery,63090,15.34
21201,Neurological Surgery,63104,75.48
21202,Neurological Surgery,63105,100.795
21203,Neurological Surgery,63108,78.54
21204,Neurological Surgery,63109,100.65
21205,Neurological Surgery,63110,79.485
21206,Neurological Surgery,63117,11.475
21207,Neurological Surgery,63119,79.93
21208,Neurological Surgery,63122,16.955
21209,Neurological Surgery,63125,10.91
21210,Neurological Surgery,63127,12.0
21211,Neurological Surgery,63128,15.64
21212,Neurological Surgery,63131,24.94
21213,Neurological Surgery,63141,20.77
21214,Neurological Surgery,63150,10.15
21215,Neurological Surgery,63301,15.22
21216,Neurological Surgery,63376,14.18
21217,Neurological Surgery,63701,18.37
21218,Neurological Surgery,63703,29.1
21219,Neurological Surgery,63703.0,2.01
21220,Neurological Surgery,64057,15.4
21221,Neurological Surgery,64058,12.25
21222,Neurological Surgery,64063,16.88
21223,Neurological Surgery,64068,16.38
21224,Neurological Surgery,64108,12.82
21225,Neurological Surgery,64110,13.68
21226,Neurological Surgery,64111,28.51
21227,Neurological Surgery,64116,12.51
21228,Neurological Surgery,64132,13.67
21229,Neurological Surgery,64184,52.13
21230,Neurological Surgery,64468,25.83
21231,Neurological Surgery,64506,14.025
21232,Neurological Surgery,64507,22.67
21233,Neurological Surgery,64804,19.235
21234,Neurological Surgery,6516,17.9
21235,Neurological Surgery,65201,11.22
21236,Neurological Surgery,65202,12.29
21237,Neurological Surgery,65205,72.005
21238,Neurological Surgery,65212,49.93
21239,Neurological Surgery,65301,18.7
21240,Neurological Surgery,65613,15.99
21241,Neurological Surgery,65804,27.92
21242,Neurological Surgery,65807,60.0
21243,Neurological Surgery,66044,9.79
21244,Neurological Surgery,66048,20.34
21245,Neurological Surgery,66061,94.93
21246,Neurological Surgery,66062,10.26
21247,Neurological Surgery,66067,21.665
21248,Neurological Surgery,6610,22.95
21249,Neurological Surgery,66103,33.11
21250,Neurological Surgery,66109,28.8
21251,Neurological Surgery,66112,11.975
21252,Neurological Surgery,66160,33.32
21253,Neurological Surgery,66204,13.68
21254,Neurological Surgery,66205,12.615
21255,Neurological Surgery,66207,2.88
21256,Neurological Surgery,66209,20.31
21257,Neurological Surgery,66210,24.68
21258,Neurological Surgery,66211,31.93
21259,Neurological Surgery,66212,13.68
21260,Neurological Surgery,66214,10.26
21261,Neurological Surgery,66215,11.97
21262,Neurological Surgery,66223,15.19
21263,Neurological Surgery,66502,10.3
21264,Neurological Surgery,66606,34.045
21265,Neurological Surgery,67206,12.45
21266,Neurological Surgery,67208,13.135
21267,Neurological Surgery,67214,12.11
21268,Neurological Surgery,67226,11.53
21269,Neurological Surgery,67337,14.19
